,Name,T,S,K,r,q,Moneyness,Call Mkt Price,Put Mkt Price,Call Delta,Put Delta,Gamma,Vega,Call Theta,Put Theta,Call Rho,Put Rho,Call IV,Put IV
1865,220131-4810,0.04657534246575343,4662.85,4810.0,0.0010287448890931388,0.015,1.0456771944684902,2.85,212.95,0.05379272498218113,-0.9461593620201638,0.0008634013813316632,108.50858523691795,-148.54905806453027,-148.3329187633318,-0.13273513377703083,-9.91821458583182,0.12752649548981596,0.127526495489812
1866,220131-4815,0.04657534246575343,4662.85,4815.0,0.0010287448890931388,0.015,1.0467699208938146,2.575,217.7,0.04938570027421548,-0.9505663867281294,0.0008084786624488301,101.37807350287481,-138.4774234632486,-138.25611471898247,-0.11993578377742503,-10.139456331722666,0.1272416525989251,0.12724165259892292
1867,220131-4820,0.04657534246575343,4662.85,4820.0,0.0010287448890931388,0.015,1.0478227931863155,2.325,222.3,0.045316070522488934,-0.9546360164798561,0.0007566456697578616,94.62957456736034,-128.91179698718443,-128.68549883020617,-0.10829867701048593,-10.353709635914562,0.12689949271599588,0.1268994927160015
1868,220131-4825,0.04657534246575343,4662.85,4825.0,0.0010287448890931388,0.015,1.0489041000989796,2.0999999999999996,227.05,0.04155055317685623,-0.9584015338254888,0.0007067613230278387,88.22928982654882,-119.97197047768033,-119.74055431487882,-0.09781912362622835,-10.574942411297506,0.12666624095462883,0.12666624095462112
1869,220131-4830,0.04657534246575343,4662.85,4830.0,0.0010287448890931388,0.015,1.0499911020379713,1.9,231.85,0.038117480514729435,-0.9618346064876155,0.0006596806789537755,82.25573390473713,-111.71869832580218,-111.48213843855521,-0.08849285111091684,-10.798492851110936,0.12651829663198874,0.12651829663198094
1870,220131-4835,0.04657534246575343,4662.85,4835.0,0.0010287448890931388,0.015,1.051083816727834,1.725,236.7,0.03503868513357869,-0.9649134018687663,0.0006158774729988893,76.77828776685838,-104.25929086513258,-104.01756153481793,-0.08034253817753775,-11.024383634067917,0.12649395995912746,0.126493959959135
1871,220131-4840,0.04657534246575343,4662.85,4840.0,0.0010287448890931388,0.015,1.0521994184630479,1.55,241.65,0.031943827045998525,-0.9680082599563464,0.0005715642182625303,71.14801445408939,-96.47541174456855,-96.22841009669729,-0.07218973925310952,-11.254929465280474,0.1263127197808928,0.12631271978088932
1872,220131-4845,0.04657534246575343,4662.85,4845.0,0.0010287448890931388,0.015,1.0532635575045521,1.4,246.39999999999998,0.02923771217552691,-0.970714374826818,0.0005317210244357065,66.11974652308113,-89.5603922995934,-89.30834980176559,-0.0652032934862512,-11.476162197595839,0.12617631614239685,0.12617631614238844
1873,220131-4850,0.04657534246575343,4662.85,4850.0,0.0010287448890931388,0.015,1.0543563021996625,1.275,251.3,0.02690483842537167,-0.9730472485769733,0.0004956870575880049,61.695950239485974,-83.64656963766835,-83.38935769677283,-0.05938581856776818,-11.704385818567758,0.1262944716693512,0.12629447166934044
1874,220131-4855,0.04657534246575343,4662.85,4855.0,0.0010287448890931388,0.015,1.0554375860344376,1.15,256.15,0.024574603381535314,-0.9753774836208097,0.0004597923803279866,57.190957467796174,-77.48736065726334,-77.22503071054459,-0.05356273903847874,-11.930275067805564,0.12621070258547967,0.12621070258547978
1875,220131-4860,0.04657534246575343,4662.85,4860.0,0.0010287448890931388,0.015,1.056536085138471,1.05,261.1,0.02263810904721481,-0.9773139779551302,0.0004284067054296376,53.3753726237499,-72.43911328455913,-72.17158817615045,-0.048902335826286385,-12.160820144045477,0.12642260470779867,0.1264226047077872
1876,220131-4865,0.04657534246575343,4662.85,4865.0,0.0010287448890931388,0.015,1.0576116150172343,0.95,265.95000000000005,0.020714574785878615,-0.9792375122164663,0.0003974056405913306,49.51787884509264,-67.20914146442536,-66.93652406881567,-0.04425136671808021,-12.386717120142755,0.1264324876958033,0.12643248769580043
1877,220131-4870,0.04657534246575343,4662.85,4870.0,0.0010287448890931388,0.015,1.058710137981127,0.8500000000000001,270.9,0.018779993815939738,-0.9811720931864052,0.00036608354762157565,45.56278117572793,-61.77150800872512,-61.49369545142552,-0.03959058234865952,-12.617261815225413,0.12629035342005482,0.12629035342005096
1878,220131-4875,0.04657534246575343,4662.85,4875.0,0.0010287448890931388,0.015,1.0597453260074055,0.7749999999999999,275.6,0.01727896994381516,-0.9826731170585299,0.00034065299696168713,42.441079665891664,-57.59254771893068,-57.30982290478566,-0.03609562942918416,-12.836164122579849,0.12640723505601612,0.12640723505601004
1879,220131-4880,0.04657534246575343,4662.85,4880.0,0.0010287448890931388,0.015,1.0608841912767042,0.7,280.75,0.015760971263231265,-0.9841911157391137,0.00031452890539299566,39.226619230338436,-53.2904674435057,-53.00236743731516,-0.03260210710175351,-13.076026764636014,0.12654954004666089,0.12654954004665786
1880,220131-4885,0.04657534246575343,4662.85,4885.0,0.0010287448890931388,0.015,1.0619712180943381,0.6499999999999999,285.7,0.0146908183927654,-0.9852612686095795,0.00029481144354561806,36.927420915023056,-50.38509717446433,-50.09185344382833,-0.030270533262308746,-13.306571903125285,0.12709982113983007,0.1270998211398483
1881,220131-4890,0.04657534246575343,4662.85,4890.0,0.0010287448890931388,0.015,1.0630466894557116,0.6000000000000001,290.6,0.013632184060234049,-0.9863199029421109,0.00027548360657379285,34.62325992962938,-47.4001098724003,-47.10177385456329,-0.027942646930410268,-13.534791961998938,0.12752728082587766,0.12752728082586895
1882,220131-4895,0.04657534246575343,4662.85,4895.0,0.0010287448890931388,0.015,1.0641337046830905,0.55,295.54999999999995,0.012578872609092776,-0.9873732143932522,0.00025632290411229297,32.298602780638284,-44.33221278793527,-44.02873304565279,-0.02561672458382705,-13.765342751981116,0.12785781229985607,0.12785781229986723
1883,220131-4900,0.04657534246575343,4662.85,4900.0,0.0010287448890931388,0.015,1.0652322992266219,0.5,300.54999999999995,0.011528009734452517,-0.9884240772678925,0.00023725356727586543,29.945258582925607,-41.17108772585485,-40.86241282188246,-0.023289571415000068,-13.998221078264326,0.1280724602351712,0.1280724602352739
1884,220131-4905,0.04657534246575343,4662.85,4905.0,0.0010287448890931388,0.015,1.066261373918757,0.45,305.25,0.010485945314514362,-0.9894661416878306,0.00021856892954318002,27.577544150235397,-37.89873093558182,-37.585169493386225,-0.020959385940166636,-14.217123769501839,0.1280148750437783,0.12801487504381792
1885,220131-4910,0.04657534246575343,4662.85,4910.0,0.0010287448890931388,0.015,1.0674063538809628,0.4,310.45000000000005,0.009430508989940401,-0.9905215780124046,0.00019932419251359054,25.13680286584563,-34.531016523242634,-34.212054170379304,-0.01863013571114955,-14.459315067218002,0.12796480877071212,0.12796480877073
1886,220131-4915,0.04657534246575343,4662.85,4915.0,0.0010287448890931388,0.015,1.0684875740198685,0.375,315.4,0.00885151123791787,-0.991100575764427,0.00018753904421372762,23.780496218909082,-32.846932979935616,-32.52285262124905,-0.017465439593572312,-14.689862699867527,0.12866637482151347,0.1286663748215248
1887,220131-4920,0.04657534246575343,4662.85,4920.0,0.0010287448890931388,0.015,1.0695222791666297,0.35,320.15,0.008282404002149185,-0.9916696830001958,0.0001761532156447348,22.434778778276446,-31.121128690895624,-30.792136075363636,-0.016300716173997806,-14.911095236721955,0.12921847906797665,0.12921847906799425
1888,220131-4925,0.04657534246575343,4662.85,4925.0,0.0010287448890931388,0.015,1.0706674367117017,0.3,325.35,0.00722983475103705,-0.992722252251308,0.00015700287633409283,19.90442643538959,-27.487893502813478,-27.15349997661375,-0.013972076248934302,-15.153287144742103,0.12864198136163665,0.12864198136158406
1889,220131-4930,0.04657534246575343,4662.85,4930.0,0.0010287448890931388,0.015,1.071754464548409,0.3,330.35,0.007145781181839815,-0.9928063058205051,0.0001533899401279343,19.700182018726345,-27.560899743881578,-27.221362493236388,-0.01397204833055669,-15.386163829152448,0.13032089923724294,0.13032089923733162
1890,220131-4935,0.04657534246575343,4662.85,4935.0,0.0010287448890931388,0.015,1.0728298305783261,0.25,335.25,0.006098469476108655,-0.9938536175262362,0.00013444086268582427,17.12458176125781,-23.76015191531793,-23.41552237747173,-0.011644520332182452,-15.614384246359595,0.12924685778179887,0.12924685778187806
1891,220131-4940,0.04657534246575343,4662.85,4940.0,0.0010287448890931388,0.015,1.0738701544155134,0.25,340.04999999999995,0.006031798179550504,-0.9939202888227945,0.00013153238120338178,16.959300088971272,-23.816942875308836,-23.46737536199499,-0.01164423070702855,-15.837945600570004,0.13081839981934193,0.1308183998193166
1892,220131-4945,0.04657534246575343,4662.85,4945.0,0.0010287448890931388,0.015,1.0750097059294081,0.22499999999999998,345.25,0.00547166627556465,-0.9944804207267802,0.00012048255760539106,15.553233308773141,-21.870699277230237,-21.515756571870874,-0.010477965384438175,-16.08013549963106,0.13098833763153955,0.13098833763151577
1893,220131-4950,0.04657534246575343,4662.85,4950.0,0.0010287448890931388,0.015,1.0761025770275423,0.2,350.25,0.004915550354973012,-0.9950365366473719,0.00010957625183607822,14.138302632001576,-19.87139907778888,-19.51128692936183,-0.009314349211111675,-16.31301297934809,0.1309247401899463,0.13092474018998054
1894,220131-4955,0.04657534246575343,4662.85,4955.0,0.0010287448890931388,0.015,1.077189605430402,0.2,355.25,0.004862233500604958,-0.9950898535017401,0.00010720518251438037,14.001555719074037,-19.919902125363357,-19.554646252490837,-0.009315640513567761,-16.545890982979337,0.13252610858474118,0.13252610858476319
1895,220131-4960,0.04657534246575343,4662.85,4960.0,0.0010287448890931388,0.015,1.0782649129427582,0.2,360.20000000000005,0.004809680919819803,-0.9951424060825251,0.00010492245002441534,13.866723953158933,-19.962748045874207,-19.592399885800678,-0.009314368655922434,-16.776437656327126,0.13410253381318385,0.13410253381318282
1896,220131-4965,0.04657534246575343,4662.85,4965.0,0.0010287448890931388,0.015,1.0793577961336862,0.175,365.20000000000005,0.004264772633295852,-0.9956873143690491,9.446026440980873e-05,12.455096959287088,-17.88920120523612,-17.513683602094897,-0.00814998375804839,-17.009314367319654,0.13379326705369463,0.1337932670537605
1897,220131-4970,0.04657534246575343,4662.85,4970.0,0.0010287448890931388,0.015,1.0804389466811275,0.15000000000000002,370.15,0.0037173263553654636,-0.9962347606469796,8.388729839072147e-05,11.013312059495444,-15.750016071866467,-15.369380462902006,-0.006986968733953793,-17.239863681062715,0.13321507212977016,0.13321507212987976
1898,220131-4975,0.04657534246575343,4662.85,4975.0,0.0010287448890931388,0.015,1.0815259637201544,0.15000000000000002,375.15,0.0036784700361003125,-0.9962736169662446,8.214645351018775e-05,10.909992233677219,-15.783431795243818,-15.39765246183389,-0.006987064547274643,-17.472740489204835,0.13476195276951364,0.13476195276950567
1899,220131-4980,0.04657534246575343,4662.85,4980.0,0.0010287448890931388,0.015,1.0825659103477543,0.15000000000000002,379.95000000000005,0.0036419806372649135,-0.99631010636508,8.052946363389704e-05,10.813312071492339,-15.814895573906423,-15.424178265028848,-0.0069870430359404495,-17.69630211152913,0.1362378816831791,0.1362378816833699
1900,220131-4985,0.04657534246575343,4662.85,4985.0,0.0010287448890931388,0.015,1.0836528803487666,0.15000000000000002,384.95000000000005,0.003604207965380628,-0.9963478790369643,7.888952005419397e-05,10.712612945929656,-15.844379251122655,-15.448518217799615,-0.0069855125650102635,-17.92917729338693,0.13777489764886167,0.13777489764815104
1901,220131-4990,0.04657534246575343,4662.85,4990.0,0.0010287448890931388,0.015,1.0847398504629973,0.15000000000000002,389.95000000000005,0.0035684700235672734,-0.9963836169787778,7.732315566429416e-05,10.617217403671376,-15.878724721921822,-15.477719964153316,-0.0069867352364799355,-18.16205522838716,0.13931413501156392,0.13931413501144163
1902,220131-4995,0.04657534246575343,4662.85,4995.0,0.0010287448890931388,0.015,1.0858327220056903,0.125,394.95000000000005,0.003037146241882559,-0.9969149407604624,6.737071741001346e-05,9.18429727121694,-13.637330089974595,-13.231155889138396,-0.005822307499941058,-18.394931896541014,0.13831636545971965,0.13831636545995296
1903,220131-5000,0.04657534246575343,4662.85,5000.0,0.0010287448890931388,0.015,1.086961050613711,0.15000000000000002,400.15,0.0034968050373823515,-0.9964552819649626,7.426237500648347e-05,10.42510993465894,-15.94168027667522,-15.530182321037962,-0.0069861501552548975,-18.63712313645664,0.14244385142903587,0.14244385142905885
1904,220131-5005,0.04657534246575343,4662.85,5005.0,0.0010287448890931388,0.015,1.0880598956866805,0.1,405.15,0.0024709161705878746,-0.997481170831757,5.589446577996093e-05,7.623304454611871,-11.325805728145546,-10.90911261081837,-0.004657739306933286,-18.870000205060332,0.13839354711731364,0.13839354711724464
1905,220131-5010,0.04657534246575343,4662.85,5010.0,0.0010287448890931388,0.015,1.0891350861637312,0.1,410.1,0.0024472202440506186,-0.9975048667582943,5.4830979991516324e-05,7.557230130870382,-11.345960979131036,-10.924175574602849,-0.004657623566889195,-19.100548034525787,0.13985198295176982,0.1398519829517832
1906,220131-5015,0.04657534246575343,4662.85,5015.0,0.0010287448890931388,0.015,1.0902221041085838,0.1,415.1,0.0024235116475778405,-0.997528575354767,5.378496175799857e-05,7.490964289801871,-11.364665055230613,-10.93773592625696,-0.004656827133195339,-19.333423950420915,0.14132171431217944,0.1413217143121183
1907,220131-5020,0.04657534246575343,4662.85,5020.0,0.0010287448890931388,0.015,1.0913091221666644,0.1,420.1,0.0024008908938458655,-0.9975511961084991,5.2781265174787295e-05,7.427670041935076,-11.385903875943235,-10.953831022524119,-0.004657363899014541,-19.56630119951547,0.14279233206362418,0.14279233206355282
1908,220131-5025,0.04657534246575343,4662.85,5025.0,0.0010287448890931388,0.015,1.0923961403379734,0.1,425.1,0.002378791139278736,-0.9975732958630662,5.180876867943112e-05,7.3657680163691355,-11.40709236282184,-10.969875784957257,-0.00465798501216067,-19.799178532957374,0.14426031991082913,0.14426031991083607
1909,220131-5030,0.04657534246575343,4662.85,5030.0,0.0010287448890931388,0.015,1.093483158622511,0.1,430.1,0.0023564984554023155,-0.9975955885469426,5.085423425391534e-05,7.303259392793775,-11.424798260578697,-10.982437958268648,-0.004657046587351699,-20.032054306861337,0.14572087718163773,0.14572087718156182
1910,220131-5035,0.04657534246575343,4662.85,5035.0,0.0010287448890931388,0.015,1.0945701770202767,0.1,435.1,0.0023353072579858206,-0.9976167797443591,4.993896901887623e-05,7.243777156144915,-11.445449405382597,-10.997945378627081,-0.00465762232682382,-20.264931594929564,0.14718302502806807,0.1471830250280412
1911,220131-5040,0.04657534246575343,4662.85,5040.0,0.0010287448890931388,0.015,1.0956571955312706,0.1,440.1,0.0023143182784665485,-0.9976377687238784,4.904665748751988e-05,7.184802310261989,-11.46469594628281,-11.01204819508183,-0.0046576295767511,-20.49780831450823,0.14864067469575465,0.14864067469576706
1912,220131-5045,0.04657534246575343,4662.85,5045.0,0.0010287448890931388,0.015,1.0967442141554933,0.1,445.1,0.0022938843272420624,-0.9976582026751029,4.81824326416795e-05,7.127328930939987,-11.48437180273992,-11.026580327093473,-0.0046579410683827115,-20.730685338328676,0.15009643773496428,0.15009643773490372
1913,220131-5050,0.04657534246575343,4662.85,5050.0,0.0010287448890931388,0.015,1.097831232892944,0.1,450.1,0.002273382508336429,-0.9976787044940085,4.733512323218387e-05,7.069606646402779,-11.501365441515457,-11.038430241423546,-0.004657076580777127,-20.963561186169837,0.15154586443042525,0.15154586443048187
1914,220131-5055,0.04657534246575343,4662.85,5055.0,0.0010287448890931388,0.015,1.0989182517436233,0.1,455.1,0.002254021492610467,-0.9976980655097344,4.652398749168455e-05,7.015042458714953,-11.521954168375565,-11.053875243838187,-0.0046580134323060745,-21.19643883535012,0.15299800573769406,0.15299800573772526
1915,220131-5060,0.04657534246575343,4662.85,5060.0,0.0010287448890931388,0.015,1.1000052707075312,0.1,460.1,0.0022343284530784544,-0.9977177585492665,4.572402304695276e-05,6.959488529972529,-11.53858966146175,-11.065367012478905,-0.004657171315014586,-21.4293147055616,0.15444196905593352,0.15444196905576144
1916,220131-5065,0.04657534246575343,4662.85,5065.0,0.0010287448890931388,0.015,1.101092289784667,0.1,465.1,0.002215497776213492,-0.9977365892261315,4.4954101294174326e-05,6.906315951995132,-11.557559399104726,-11.079193025676416,-0.004657524915891834,-21.66219177149123,0.15588689606099923,0.15588689606096653
1917,220131-5070,0.04657534246575343,4662.85,5070.0,0.0010287448890931388,0.015,1.1021852994288752,0.075,470.1,0.0017239140563815123,-0.9982281729459634,3.640309133543396e-05,5.499001374121612,-9.048506190878136,-8.564970374382133,-0.0034935121498861034,-21.895068854615626,0.1532790555607845,0.15327905556071683
1918,220131-5075,0.04657534246575343,4662.85,5075.0,0.0010287448890931388,0.015,1.1032723246408385,0.075,475.1,0.0017092995104729307,-0.998242787491872,3.579380650405964e-05,5.456549602291255,-9.060994702934902,-8.572315161993433,-0.0034930559756312157,-22.127945110770177,0.15468475706913468,0.15468475706878956
1919,220131-5080,0.04657534246575343,4662.85,5080.0,0.0010287448890931388,0.015,1.1043593499660311,0.075,480.1,0.0016951132208831272,-0.9982569737814618,3.520359714293799e-05,5.415304914578179,-9.074159024435094,-8.58033575904816,-0.0034929657585739734,-22.360821732881902,0.1560893298490707,0.1560893298496437
1920,220131-5085,0.04657534246575343,4662.85,5085.0,0.0010287448890931388,0.015,1.1054463754044537,0.075,485.1,0.0016812603921530652,-0.9982708266101918,3.463034956173124e-05,5.3749943740746415,-9.087549752854056,-8.588582763021655,-0.0034930373890243466,-22.59369851684108,0.1574920105589804,0.1574920105588459
1921,220131-5090,0.04657534246575343,4662.85,5090.0,0.0010287448890931388,0.015,1.1065394151088117,0.05,490.1,0.0011813580687811054,-0.9987707289335638,2.575127087499522e-05,3.8943388710500138,-6.415365906265308,-5.911229473365215,-0.0023288926647264466,-22.82657546800718,0.15345365149658236,0.15345365149667384
1922,220131-5095,0.04657534246575343,4662.85,5095.0,0.0010287448890931388,0.015,1.107626446682133,0.05,495.1,0.0011716930338053519,-0.9987803939685396,2.5334481244343605e-05,3.865155260600242,-6.4235416108390195,-5.91426145349346,-0.002328654080215546,-23.059451941751465,0.15480932888184507,0.15480932888188992
1923,220131-5100,0.04657534246575343,4662.85,5100.0,0.0010287448890931388,0.015,1.1087134783686854,0.05,500.1,0.001162422206999777,-0.9987896647953451,2.4932442260917813e-05,3.8371395798098615,-6.432845080570244,-5.918421198779218,-0.0023289236237995555,-23.292328923623813,0.15616547289625463,0.15616547289614327
1924,220131-5105,0.04657534246575343,4662.85,5105.0,0.0010287448890931388,0.015,1.1098005101684687,0.05,505.1,0.0011530696230334335,-0.9987990173793114,2.4536472136265027e-05,3.8088544724104465,-6.440645696645744,-5.921078090409254,-0.0023286000190435494,-23.52520531234784,0.15751595485210704,0.15751595485216752
1925,220131-5110,0.04657534246575343,4662.85,5110.0,0.0010287448890931388,0.015,1.1108875420814832,0.05,510.1,0.0011440700702178967,-0.9988080169321271,2.4153894833078662e-05,3.7816156707073665,-6.449416530776803,-5.924705200094847,-0.002328716211441851,-23.75808214086903,0.15886658266567485,0.15886658266566533
1926,220131-5115,0.04657534246575343,4662.85,5115.0,0.0010287448890931388,0.015,1.1119745741077287,0.05,515.1,0.0011351218882638264,-0.998816965114081,2.3779184393593612e-05,3.754511427749292,-6.457475628846886,-5.927620573719465,-0.0023285694501915077,-23.990958706436473,0.16021340734712736,0.16021340734739056
1927,220131-5120,0.04657534246575343,4662.85,5120.0,0.0010287448890931388,0.015,1.1130616062472052,0.05,520.1,0.0011265832906819987,-0.9988255037116629,2.3418217173236603e-05,3.7286282245913664,-6.46691652566677,-5.931917746093881,-0.0023290304601198703,-24.223835879775184,0.16156142673171028,0.16156142673187524
1928,220131-5125,0.04657534246575343,4662.85,5125.0,0.0010287448890931388,0.015,1.114148638499913,0.05,525.1,0.0011180457880393664,-0.9988340412143056,2.3063739866948912e-05,3.7027290767688923,-6.47540759792516,-5.935265093906807,-0.0023291282090884082,-24.45671268985294,0.16290509853917218,0.1629050985393968
1929,220131-5130,0.04657534246575343,4662.85,5130.0,0.0010287448890931388,0.015,1.115235670865852,0.05,530.1,0.0011095789881334782,-0.9988425080142115,2.271673489542215e-05,3.6770252527512564,-6.483362926310754,-5.938076697846936,-0.0023290352843546177,-24.68958930925697,0.16424540156742048,0.1642454015671732
1930,220131-5135,0.04657534246575343,4662.85,5135.0,0.0010287448890931388,0.015,1.1163105687535697,0.05,535.05,0.0011012673479573842,-0.9988508196543876,2.2380360407735197e-05,3.6518134756093183,-6.490732688174442,-5.940354172509613,-0.0023287646720427544,-24.920136983850107,0.16556732457957626,0.16556732457958537
1931,220131-5140,0.04657534246575343,4662.85,5140.0,0.0010287448890931388,0.015,1.1173975895291348,0.05,540.05,0.001093147074284237,-0.9988589399280606,2.2051031756116724e-05,3.627125116583879,-6.498899695942691,-5.943377455832396,-0.002328821129675963,-25.153013752636564,0.16690401627889173,0.16690401627868548
1932,220131-5150,0.04657534246575343,4662.85,5150.0,0.0010287448890931388,0.015,1.1195959717684736,0.05,550.15,0.0010770002231278882,-0.998875086779217,2.1407143840584294e-05,3.5779021319051343,-6.514196346077124,-5.948283782586989,-0.002328530121606822,-25.62342442053257,0.16959844623229509,0.1695984462321124
1933,220131-5200,0.04657534246575343,4662.85,5200.0,0.0010287448890931388,0.015,1.1304418476677598,0.05,600.05,0.0010050557253491552,-0.9989470312769958,1.8643601578882592e-05,3.358119574672936,-6.588806677788345,-5.971559744332462,-0.002328345165902628,-27.947533824617917,0.18276795445064706,0.1827679544504998
1934,220131-5250,0.04657534246575343,4662.85,5250.0,0.0010287448890931388,0.015,1.1412996691288697,0.05,650.0,0.000943553485957933,-0.999008533516387,1.6426466085150314e-05,3.1690035914716845,-6.659423482034307,-5.9907907413682215,-0.0023288930391316,-30.273972728655583,0.19575069335468798,0.19575069335466358
1935,220131-5300,0.04657534246575343,4662.85,5300.0,0.0010287448890931388,0.015,1.152182314132078,0.05,700.05,0.0008898657582047596,-0.9990622212441401,1.4609591629141538e-05,3.0028925211217743,-6.7233657575811785,-6.003244335215982,-0.002328723312869396,-32.605068449340244,0.20856254837058857,0.20856254837053115
1936,220131-5400,0.04657534246575343,4662.85,5400.0,0.0010287448890931388,0.015,1.1738526459673955,0.025,799.75,0.0004393438012989094,-0.999512743201046,7.1636996661340895e-06,1.565153913823405,-3.7245282413438496,-2.901815234913839,-0.0011643239780966162,-37.24863007740276,0.2216681370748239,0.22166813707431568
1937,220131-5500,0.04657534246575343,4662.85,5500.0,0.0010287448890931388,0.015,1.19561789486673,0.025,899.85,0.0004004205957183905,-0.9995516664066266,5.947072560629489e-06,1.436077064859181,-3.777170788868104,-2.8514804190398713,-0.0011644839733391933,-41.91082201821993,0.2450066577970992,0.24500665779765396
1938,220131-5600,0.04657534246575343,4662.85,5600.0,0.0010287448890931388,0.015,1.217370902615182,0.025,999.9000000000001,0.0003687803492127821,-0.9995833066531321,5.041815492591805e-06,1.3304023139856174,-3.8238758559129193,-2.7952595599309173,-0.0011644744542515717,-46.57068502239948,0.26773784683110363,0.2677378468324512
1939,220131-5700,0.04657534246575343,4662.85,5700.0,0.0010287448890931388,0.015,1.2390840219388053,0.025,1099.8000000000002,0.000342575981733979,-0.9996095110206109,4.34842498182339e-06,1.2423632386049688,-3.8660904074644242,-2.7347024970620155,-0.0011644572438779582,-51.223561717517875,0.28987606372328123,0.289876063723273
1940,220131-5800,0.04657534246575343,4662.85,5800.0,0.0010287448890931388,0.015,1.2608236513843094,0.025,1199.8000000000002,0.0003204329847051021,-0.9996316540176399,3.8025147803409475e-06,1.1675212906241037,-3.904509141171201,-2.6702467418594806,-0.0011643748465002717,-55.881095881695835,0.31152330962320074,0.3115233096221085
1941,220131-5900,0.04657534246575343,4662.85,5900.0,0.0010287448890931388,0.015,1.2825772673498927,0.025,1299.85,0.00030151583217951825,-0.9996505711701654,3.364546654568432e-06,1.1032434220450638,-3.940344988674819,-2.6031566632093286,-0.001164450314650834,-60.54095897086264,0.33269922400780644,0.3326992240079783
1942,220131-6000,0.04657534246575343,4662.85,6000.0,0.0010287448890931388,0.015,1.3043597582035504,0.025,1400.0,0.00028508247997187836,-0.9996670045223731,3.0062299829609854e-06,1.0471230486300218,-3.973018597546844,-2.5328014714386775,-0.0011643352210864984,-65.20547940371425,0.3534367806143889,0.35343678061457495
1943,220131-6100,0.04657534246575343,4662.85,6100.0,0.0010287448890931388,0.015,1.3261004688346458,0.025,1500.0,0.00027075967265822846,-0.9996813273296867,2.7099532449910422e-06,0.9980346511632022,-4.003849366149766,-2.4607577511322862,-0.0011643759145181121,-69.86301369098304,0.3736981537427442,0.37369815374257803
1944,220131-6200,0.04657534246575343,4662.85,6200.0,0.0010287448890931388,0.015,1.3478412247580989,0.025,1600.0,0.0002581155970556886,-0.9996939714052893,2.4611444382074986e-06,0.9545316347450714,-4.032670729369667,-2.3867046254428743,-0.0011644040581226694,-74.52054796570195,0.3935421547278485,0.3935421547287618
1945,220131-6300,0.04657534246575343,4662.85,6300.0,0.0010287448890931388,0.015,1.3696118019357308,0.025,1700.1,0.00024684601233296744,-0.999705240990012,2.2495653448242606e-06,0.9155988008835881,-4.05957750261048,-2.310634035285463,-0.0011643659365396112,-79.1827397084023,0.413013669531656,0.41301366952917534
1946,220131-6400,0.04657534246575343,4662.85,6400.0,0.0010287448890931388,0.015,1.3913379966477428,0.025,1800.05,0.0002367857853591938,-0.9997153012169858,2.0684934537429123e-06,0.8807566474949834,-4.085245950322554,-2.233479431332679,-0.0011644379175215153,-83.83794525983531,0.43206696797311517,0.4320669679734104
1947,220131-6600,0.04657534246575343,4662.85,6600.0,0.0010287448890931388,0.015,1.4347735086750621,0.025,1999.9,0.00021947278475497155,-0.99973261421759,1.7749090311164316e-06,0.8205372888719498,-4.131945266186252,-2.0745840811111114,-0.001164375969566513,-93.14602738966823,0.4690779231563572,0.4690779231563903
1948,220202-1200,0.052054794520547946,4662.85,1200.0,0.0009233926116532993,0.015,0.26090141805208267,3399.3,0.025,0.9998933396787646,-5.859446377435665e-05,1.420877525556687e-07,0.2511572106635292,-0.7334523290334753,-3.872317749011244,-176.9498629949835,-0.0013013511478938325,1.6051612125214365,1.6051612125172638
1949,220202-1400,0.052054794520547946,4662.85,1400.0,0.0009233926116532993,0.015,0.30439224230940076,3199.2,0.025,0.9998857142658035,-6.621987673540244e-05,1.7966427927463338e-07,0.28185100269233354,-0.9027705427025374,-3.8568651010884816,-166.53369863199583,-0.0013013717218199247,1.4246500462290337,1.4246500462289917
1950,220202-1600,0.052054794520547946,4662.85,1600.0,0.0009233926116532993,0.015,0.3478624480758831,2999.3999999999996,0.025,0.9998774386794277,-7.44954631111401e-05,2.2540524300255355e-07,0.3149245762935355,-1.068091537800802,-3.8376922523784165,-156.1331506766057,-0.0013013615372400715,1.26869414670313,1.2686941467045505
1951,220202-1800,0.052054794520547946,4662.85,1800.0,0.0009233926116532993,0.015,0.3913460720529857,2799.3999999999996,0.025,0.9998683079499813,-8.362619255768355e-05,2.818514734858265e-07,0.3511246811234344,-1.2303476324312421,-3.8152698246781958,-145.7221917896645,-0.0013013787055886582,1.1312465293645066,1.1312465293631317
1952,220202-2000,0.052054794520547946,4662.85,2000.0,0.0009233926116532993,0.015,0.43483460500864035,2599.3500000000004,0.025,0.9998580982329709,-9.383590956809052e-05,3.5239642730654124e-07,0.39128922325865645,-1.3894461065050678,-3.789643606790781,-135.30863015508876,-0.0013013879654765882,1.0083095021466084,1.0083095021458501
1953,220202-2200,0.052054794520547946,4662.85,2200.0,0.0009233926116532993,0.015,0.47830346577799554,2399.5,0.025,0.9998465300539945,-0.00010540408854434161,4.4179131531089846e-07,0.4364627414573666,-1.545181474901535,-3.760838961748334,-124.90547948995216,-0.001301407760395304,0.8970795556812213,0.8970795556808524
